ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
2,9,103,206,5,-103.72039,24.22206,-0.6112715630451399,0,-0.6403526689059418,0,-0.24131208546884106,3,1,-0.27945619441640596,2,-0.546687255747838,1,-0.17274728925409422,4,-0.2000091178912478,2,-0.09428011428663224,0,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,206,5,-103.73916,24.17523,-0.5446374021178687,0,-0.6467953910837748,0,-0.24407803113317084,3,1,-0.43122048424071746,1,-0.49679665270945234,1,-0.17274728925409422,4,-0.3132508534156054,2,2.633545904259378,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.1625621488493706,0,-0.0013526351711783122,1,Rojo,31,2,2,2,2,1.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2,9,103,54,5,-103.79449,24.24767,-0.2114665974815138,0,-0.5831735095776738,0,-0.23090339520570524,3,1,0.2099953384393899,3,-0.4801664516966571,1,-0.17274728925409422,4,-0.29022995294194864,2,-0.2619277550097724,0,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,54,5,-103.81477,24.28914,-0.5255990704243628,0,-0.5880055512110486,0,-0.22821023758517361,3,1,0.028023767906642287,3,-0.5245136543974444,1,-0.17274728925409422,4,0.1697117802362135,1,0.010854846844828613,0,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,54,5,-103.85242,24.42197,-0.07819827562697189,0,-0.42532681622076507,0,-0.16199739254146148,3,1,0.02500823902352817,3,-0.27506063920551566,1,-0.17274728925409422,4,1.9257236494382564,0,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,117,2,2,2,2,1.0,2,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,156,5,-103.81525,24.53926,1.1021782893704,0,0.5249747050096039,4,0.11095777170161049,0,0,0.4203544739752461,0,1.3048084570100333,0,-0.16840899152906713,1,-0.3254036349789837,2,2.656277787747261,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06541327340813191,0,Rojo,110,2,2,2,2,0.0,1,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,271,156,5,-103.92517,24.60663,-0.5457951385046362,0,-0.4519030452043262,0,-0.17951503628420956,3,1,0.40418500013647907,0,-0.46842846845168207,1,-0.17274728925409422,4,-0.044150309026393345,2,1.8123566132595892,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,271,156,5,-103.96478,24.55178,-0.048097129571023294,0,-0.4937807393602408,0,-0.203098362474811,3,1,0.9011753552000602,0,-0.4795297398506518,1,-0.17274728925409422,4,-0.24265845472289238,2,3.8042379038853733,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06765340852978512,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,271,156,5,-103.88003,24.67848,0.15849449677877833,0,-0.40036126778166214,0,-0.1940726450438401,3,1,0.21597440432832307,3,-0.4795297398506518,1,-0.17274728925409422,4,-0.20050206565562465,2,6.597418087459049,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,29,2,2,2,2,1.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,271,156,5,-104.02779,24.79006,-0.5457951385046362,0,-0.5074715239881359,0,-0.21008601467943366,3,1,0.2560081498455275,0,-0.5960930895398334,1,-0.17274728925409422,4,-0.19128442221629266,2,1.3690848852458628,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,271,156,5,-104.079,24.90714,-0.6584814801499824,0,-0.4148573926817864,0,-0.21387099295693754,3,1,6.203774928647029,0,-0.9123290515097514,3,-0.17274728925409422,4,-0.2797423993008594,2,1.5594644094568861,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,152,5,-103.79279,25.12443,0.27118083842412477,0,0.6393330236661398,4,0.14116480987784377,0,0,0.10985898276908361,3,0.6194961286473467,0,-0.17274728925409422,4,1.403244715816363,0,0.6501890699415498,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,89,2,2,2,2,1.0,1,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,152,5,-103.78701,25.11561,0.36508612312857996,0,0.47907030949254364,4,0.07747527155446032,0,0,0.1185416262773605,3,0.4899286073830659,0,-0.09529161414096961,1,1.6884712487252822,0,0.9485450407200194,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,89,2,2,2,2,1.0,1,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,152,5,-103.72887,25.06215,0.39325770853991676,0,0.11988854807835336,4,-0.01278190275524881,1,1,0.12176512266965488,3,-0.04778122536398044,1,-0.17274728925409422,4,0.36458482597097686,1,2.289726166505141,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.04944327786344298,0,Rojo,29,2,2,2,2,1.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,152,5,-103.72011,25.03684,0.5341156355965992,0,0.7577180436838213,1,0.16178810108532762,0,0,0.004991366264925949,3,0.6673174181862153,0,-0.17274728925409422,4,-0.48842146065840997,2,1.6447089725364492,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,46,2,1,2,2,1.0,1,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,152,5,-103.6934,24.85957,0.15849449677877833,0,-0.23043447034131653,4,-0.14719714483782984,3,1,-0.0018195696607282593,3,-0.33049464258149974,1,-0.17274728925409422,4,-0.40997632012213353,2,1.4628539046333817,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06776180216470382,0,Rojo,29,2,2,2,2,1.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,152,5,-103.69635,24.8579,0.12093238289699626,0,-0.26506410204716896,4,-0.151564427465719,3,1,-0.0025474559428592847,3,-0.3249512422439014,1,-0.17274728925409422,4,-0.4886884440461236,2,1.258266953242431,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,29,2,2,2,2,1.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,103,152,5,-103.57082,24.70461,0.0927607974856597,0,-0.4261321564929942,0,-0.0029555168424982175,1,1,-0.06457376555587865,3,-0.8127704719525621,3,-0.07043170582901645,0,-0.3004553207404764,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,323,206,5,-103.48315,24.55637,-0.8369015210884475,3,1.2022658739542988,1,0.5308234831419609,2,3,-0.050068031790553955,3,2.4179020952804353,0,11.621036938527777,3,0.2712615384090507,1,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.16840798624010792,0,0.01100423920955386,1,Rojo,70,2,1,1,1,1.0,1,0.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,9,328,216,5,-105.42265,25.05818,-0.13531327070748986,0,-0.6500167521726913,0,-0.2225327701689177,3,1,0.18072391152226505,3,-0.8578300795160128,3,-0.13672479466089152,1,-0.4396596914871212,2,0.31489378849526933,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.15512199217025038,0,-0.06893606654298977,0,Rojo,29,2,2,2,2,1.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,420,259,5,-103.98071,23.72654,-0.32981298368438905,0,-0.6025016761111728,0,-0.22915648215454956,3,1,-0.16408621869864404,3,-0.5794411824413789,1,-0.16353449970319395,1,-0.4334413533382447,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,248,259,5,-104.08413,23.77516,-0.0011444872187954666,0,-0.47767393391565827,0,-0.20579152009534263,3,1,1.0216925267700343,0,-0.6515994465346818,2,0.3931324668115218,2,-0.4252700544965827,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18674265805651127,0,-0.046950224260312805,0,Rojo,105,2,2,2,2,0.0,2,0.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,420,259,5,-104.05886,23.68358,-0.5739667239159727,0,-0.6371313078170252,0,-0.24779022136687662,3,1,0.3284848267948561,0,-0.679352625032106,2,-0.1532980668688603,1,-0.43315577946306677,2,0.07052604100052261,0,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,101,2,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,248,259,5,-104.24706,23.85314,0.2899618953650158,0,-0.46478848955999225,0,-0.1875945091458045,3,1,0.3713781255632895,0,-0.4961816469491063,1,-0.16840899152906713,1,-0.38340655556084974,2,0.04211118664066832,0,-0.03321868948261033,1,-0.02964966318311655,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.16123354944238483,0,-0.06810504867527972,0,Rojo,101,2,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,114,250,5,-104.54745,24.05297,0.11154185442655074,0,-0.2264077689801709,4,-0.16102687315947883,3,1,17.53566454449417,0,-0.9123290515097514,3,-0.17274728925409422,4,-0.509342235741741,2,7.645926213337671,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.11978124794442938,0,0.13162828926825076,1,Rojo,103,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0
8,9,114,250,5,-104.58898,24.04655,-0.151392942745924,0,-0.3947238858760583,0,-0.15435464794265547,3,1,1.3307322454119346,0,-0.49125325237185385,1,-0.17274728925409422,4,-0.13970985232233574,2,0.9741184096438885,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,114,250,5,-104.58664,23.98935,-0.5364046100341907,0,-0.5501545584162796,0,-0.21925730819800085,3,1,0.43891557416958626,0,-0.5078834533846491,1,-0.17274728925409422,4,-0.4142623270223785,2,0.059160099256580875,0,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.1816939803099654,0,-0.06962255956414155,0,Rojo,101,2,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,114,250,5,-104.6448,24.05443,-1.1749605460244865,3,-0.6983371685064388,0,-0.25468081071509446,3,1,2.0593984057023507,0,-0.8571176746533495,3,-0.17274728925409422,4,-0.308004857730428,2,1.2923647784742562,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06590104476526609,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,114,250,5,-104.70648,23.9961,-1.3158184730811693,3,-0.7788711957293515,2,-0.2763959225795506,3,1,-0.31434274408139845,2,-0.7903653390218028,2,-0.17274728925409422,4,-0.14378620649943452,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,366,216,5,-105.5974,25.2468,-0.9683689196746849,3,-0.7716231332792893,2,-0.2102801039982214,3,1,0.030675353648690947,3,-0.7752133780990339,2,-0.17274728925409422,4,-0.4849134956432046,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06443773069386359,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,328,216,5,-105.40988,25.0322,-0.3673750975661711,0,-0.6943104671452932,0,-0.21052274294222253,3,1,-0.0975366157609535,3,-0.7311511373433119,2,-0.17274728925409422,4,-0.30952483997323765,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.15193335359348456,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,114,250,5,-104.58995,24.15877,0.08337026901521419,0,-0.47686859364342915,0,-0.19108833524811583,3,1,5.488626656453332,0,-0.9069286887109845,3,-0.17274728925409422,4,-0.4331861239361537,2,3.8525431562971257,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.13864735952362706,0,-0.055621715053809064,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,114,230,5,-104.6666,24.20678,-0.7805583502657744,3,-0.6218298426446719,0,-0.232213579994072,3,1,-0.26978570523952283,2,-0.5239348254465305,1,-0.17274728925409422,4,0.43372164946454694,1,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,54,230,5,-104.74164,24.39102,-1.1538640163100606,3,-0.6830357033340855,0,-0.2596546725059755,3,1,2.02586364484703,0,-0.8682044753285463,3,-0.17274728925409422,4,-0.40448852816129094,2,2.806876515854489,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.06291719332543919,0,0.26964951773139956,1,Rojo,103,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0
8,9,54,230,5,-104.69968,24.44247,-0.5827140655048807,0,-0.6395473286337127,0,-0.23628971044676855,3,1,-0.42976471167645547,1,-0.6298382608118144,1,-0.17274728925409422,4,-0.26827038939456216,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.16814226635871074,0,-0.03715866590598994,0,Verde,42,2,2,2,2,1.0,2,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,54,230,5,-104.65405,24.52291,1.0450632942898823,0,-0.13782033903496702,4,-0.059269187929661585,1,1,2.1582869563175757,0,-0.757336468576578,2,-0.17274728925409422,4,-0.49076218293811286,2,0.6388231281976079,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,54,230,5,-104.64327,24.61722,0.26449169485613594,0,-0.30452577538639614,4,-0.14384889482311483,1,1,-0.45524073155104017,1,-0.10875862907756313,1,-0.17274728925409422,4,-0.4303482560400659,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,309,200,5,-104.64101,24.72936,0.703145148064619,0,-0.4325748786708272,0,-0.10854669358101084,1,1,0.07700011631859895,3,-0.29052872978609146,1,-0.16840899152906713,1,0.18002938084029005,1,0.3972968661388466,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.037240553242830036,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,29,2,2,2,2,1.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,309,200,5,-104.494,24.69971,1.9802570200452108,2,-0.43338021894305634,0,-0.11844586753755959,1,1,0.24846932763774227,0,-0.30705207006948726,1,-0.17274728925409422,4,-0.4237174489467388,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,21,1,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,309,200,5,-104.48151,24.77588,1.3135294986435784,0,-0.4172734134984738,0,-0.155689071149607,3,1,0.5884962051475048,0,-0.4888088131868406,1,-0.17274728925409422,4,-0.41940397610049807,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06956836274668221,0,Rojo,101,2,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,309,200,5,-104.47535,24.78529,0.8627841320621931,0,-0.5300210516105515,0,-0.059608853336045674,1,1,0.4488980146102399,0,-0.5273632738480973,1,-0.05190863689069841,0,-0.2870381461522657,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.10149404413675939,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,101,2,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,309,200,5,-104.48941,24.78859,1.454387425700261,2,-0.4663991701044505,0,-0.04565782373940707,1,1,0.9684528444198817,0,-0.4447465724311186,1,-0.16353449970319395,1,-0.43375931064319917,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,21,1,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,309,200,5,-104.47438,24.80296,1.8300085645180821,2,-0.43418555921528545,0,-0.11541304451064387,1,1,1.9621216032832736,0,-0.5438866141314932,1,-0.09090457149768376,1,-0.39824356363682034,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,21,1,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,309,200,5,-104.45502,24.78616,0.8158314897099652,0,-0.5139142461659689,0,-0.17497790275611744,3,1,0.6279580400144634,0,-0.4943165932813059,1,-0.17274728925409422,4,-0.1674748053196329,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,101,2,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,309,200,5,-104.48885,24.84292,2.5061266143901597,2,-0.22479708843571264,4,-0.09580878591633414,1,1,0.32099799646436594,0,-0.7421666975322424,2,-0.17274728925409422,4,-0.43712730727859245,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,21,1,2,2,2,0.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,309,200,5,-104.45044,24.87891,0.646801977241946,0,-0.43418555921528545,0,-0.15978947641491023,3,1,5.832292965373749,0,-0.9123290515097514,3,-0.17274728925409422,4,-0.04982028776438644,2,0.38024795352293417,1,-0.03321868948261033,1,-0.04001779843500937,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,89,200,5,-104.72531,24.98567,0.21483766760145168,0,-0.5670667041330912,0,-0.17383756886795365,3,1,-0.10076011215324787,3,-0.367637651108605,1,-0.16353449970319395,1,0.7284845027495256,1,1.0622044581594368,1,-0.03321868948261033,1,0.0383912244074301,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.059939394844737405,0,Rojo,29,2,2,2,2,1.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,252,244,5,-104.85949,24.93752,-0.7350207190529289,3,-0.7506842862013321,2,-0.20389903095659068,3,1,-0.0886460047434964,3,-0.6981044567765203,2,-0.17274728925409422,4,-0.31243946859175886,2,-0.17384170649422417,0,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06906252578372826,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,252,244,5,-104.86008,24.84937,-0.3542540851828089,0,-0.6580701548949826,0,-0.16845125362689037,3,1,-0.10616726739193527,3,-0.626503315548472,1,-0.17274728925409422,4,0.4520752581369966,1,0.12167277884826029,0,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,1.1237877969942345,1,-0.06400415615418878,0,Amarillo,113,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2,9,366,129,5,-105.74362,25.61184,-0.42371826838884424,0,-0.6242458634613592,0,-0.1888076310777664,3,1,-0.37189775224704175,1,-0.3786532112975355,1,-0.17274728925409422,4,-0.2827024846596966,2,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,271,156,5,-104.01215,24.78359,-0.3392035121548346,0,-0.5372691140606136,0,-0.21969403646078975,3,1,0.4372518340961441,0,-0.5239348254465305,1,-0.17274728925409422,4,-0.35226017280173344,2,1.2952062639102415,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,252,244,5,-104.98288,25.00915,-0.42088824611007997,0,-0.5372691140606136,0,-0.15716910683817673,3,1,-0.2907904236667314,2,-0.46677769280897957,1,-0.17274728925409422,4,0.8165520795973413,0,-0.2732936967537141,2,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,117,2,2,2,2,1.0,2,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,252,244,5,-105.05289,24.90358,-0.6969440556659169,0,-0.7216920364010835,2,-0.2531765366079399,3,1,0.6918040653328104,0,-0.9123290515097514,3,-0.17274728925409422,4,-0.4392143593583788,2,2.087980700550176,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,9,328,244,5,-105.19465,25.07573,-0.5731948996581279,0,-0.7369935015734369,2,-0.2359257702277778,3,1,-0.3407546177472944,2,-0.6760733363986593,2,-0.17274728925409422,4,-0.4572723193108312,2,-0.25624478413780155,0,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Verde,42,2,2,2,2,1.0,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,9,54,230,5,-104.77643,24.53437,-0.9825190310685069,3,-0.6363259675447961,0,-0.24837252571726184,3,1,1.5156153610732062,0,-0.8294006729653574,3,-0.17274728925409422,4,-0.4384823739067992,2,0.8689834485124276,1,-0.03321868948261033,1,-0.0536259759531187,1,-0.1229118744347359,1,-0.08656199744644805,1,-0.18860269722629133,0,-0.06962255956414155,0,Rojo,102,2,2,2,2,0.0,2,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
